index,text,audio_path
3242,praha lufthansa eight victor lima say again,audio_files/audio_3242.wav
3243,follow arrival track one romeo,audio_files/audio_3243.wav
3244,an bravo via golf bravo,audio_files/audio_3244.wav
3245,thank you,audio_files/audio_3245.wav
3246,descend flight level one three zero and,audio_files/audio_3246.wav
3247,ar one one nine zero bye,audio_files/audio_3247.wav
3248,radar thai nine three one good afternoon flight level three three zero direct oscar kilo golf,audio_files/audio_3248.wav
3249,continue approaching runway one three sky travel nine five juliett,audio_files/audio_3249.wav
3250,present heading and wchich speed lufthansa two hotel tango,audio_files/audio_3250.wav
3251,sydney tower rex sixty four seventy two,audio_files/audio_3251.wav
3252,tower csa seven whiskey india approaching holding three one ready csa seven whiskey india tower,audio_files/audio_3252.wav
3253,and proceed visually dire vis visually to pribram roger ifr cancelled at time one five,audio_files/audio_3253.wav
3254,twin star,audio_files/audio_3254.wav
3255,lufthansa six kilo yankee thank you inbound rapet,audio_files/audio_3255.wav
3256,radar lufthansa four tango papa two one five descending one seven zero speed two fifty,audio_files/audio_3256.wav
3257,three knots,audio_files/audio_3257.wav
3258,oscar alfa lima zulu i request to descend and change frequency to one two,audio_files/audio_3258.wav
3259,ryan air eight seven yankee mike hello radar contact,audio_files/audio_3259.wav
3260,seven two two heavy we are climbing level two eight zero passing two four zero,audio_files/audio_3260.wav
3261,informace o provozu prijali nemam vizualni konta,audio_files/audio_3261.wav
3262,austrian three three two papa continue present heading for spacing within present heading austrian three three two p,audio_files/audio_3262.wav
3263,one three one zero five five bye bye euro trans,audio_files/audio_3263.wav
3264,klm one three five one speed two five zero knots or less number three,audio_files/audio_3264.wav
3265,one four six seven comming down quality two three whi,audio_files/audio_3265.wav
3266,that s great thank you descend flight level one zero zero easy,audio_files/audio_3266.wav
3267,one air malta,audio_files/audio_3267.wav
3268,taxiway papa one two one nine csa three charlie zulu,audio_files/audio_3268.wav
3269,direct pitok zero zero eight,audio_files/audio_3269.wav
3270,climb flight level one six zero csa,audio_files/audio_3270.wav
3271,cleared to land runway three one emirates one three nine,audio_files/audio_3271.wav
3272,level three four zero austrian three one five november,audio_files/audio_3272.wav
3273,three one three malev eight two five,audio_files/audio_3273.wav
3274,descending flight level one three zero romeo one zero one nine,audio_files/audio_3274.wav
3275,one two zero decimal five two five oscar kilo mike echo papa,audio_files/audio_3275.wav
3276,jobair zero eight two on ils,audio_files/audio_3276.wav
3277,radar good morning lufthansa eight hotel h climbing flight level two eight zero,audio_files/audio_3277.wav
3278,one three two one five five,audio_files/audio_3278.wav
3279,descending flight level one one zero csa nine seven nine,audio_files/audio_3279.wav
3280,axi to ho,audio_files/audio_3280.wav
3281,descending flight level nine zero radar one one nine decimal zero csa seven alfa juliett,audio_files/audio_3281.wav
3282,navigator three six four resume own navigation direct regli,audio_files/audio_3282.wav
3283,wizz air four uniform zulu praha radar contact,audio_files/audio_3283.wav
3284,radar atlan atlanta five one zero inbound vemut level three one zero,audio_files/audio_3284.wav
3285,one nine csa seven one,audio_files/audio_3285.wav
3286,cimber three five two five,audio_files/audio_3286.wav
3287,affirm expect shortcut in six minutes about ok roger easy five three kilo ro,audio_files/audio_3287.wav
3288,one three four eight seven five,audio_files/audio_3288.wav
3289,csa three charlie zulu right heading one one zero cleared for ils approach runway one three,audio_files/audio_3289.wav
3290,left hand circuits we are the city,audio_files/audio_3290.wav
3291,one three four decimal nine two five ups one four,audio_files/audio_3291.wav
3292,ansa six,audio_files/audio_3292.wav
3293,lufthansa cargo eight five zero nine hello radar contact proceed direct rapet,audio_files/audio_3293.wav
3294,air berlin eight four zero yankee direct to rodux,audio_files/audio_3294.wav
3295,csa four eight zero runway three one cleared for takeoff wind zero two zero degrees and four knots,audio_files/audio_3295.wav
3296,twojet four one six proceed to odnem and contact praha one three four decimal five nine zero good b,audio_files/audio_3296.wav
3297,dream team one four double echo contact wien one three four four four zero good day,audio_files/audio_3297.wav
3298,follow standard arrival track,audio_files/audio_3298.wav
3299,csa one nine six three continue wilco,audio_files/audio_3299.wav
3300,nor shuttle one five one four turn right heading two one zero,audio_files/audio_3300.wav
3301,is there any delivery fre frequency already ready or have we to take the clearance from,audio_files/audio_3301.wav
3302,csa three seven bravo runway one three clear to land wind zero one zero degrees six knots,audio_files/audio_3302.wav
3303,flight level three three zero and agava lot three five four th,audio_files/audio_3303.wav
3304,csa three foxtrot proceed to papa ro papa romeo nine one four,audio_files/audio_3304.wav
3305,approach csa three delta echo descend one five zero correction one one zero information oscar,audio_files/audio_3305.wav
3306,praha hello beline one charlie lima on course to oscar kilo golf,audio_files/audio_3306.wav
3307,hotel sierra kilo wind zero three zero degrees one one knots runway two cleared takeoff,audio_files/audio_3307.wav
3308,oscar kilo bravo yankee november,audio_files/audio_3308.wav
3309,oscar kilo bravo alfa lima after bukap descend to three thousand feet cleared rnp approach runway two seven report established,audio_files/audio_3309.wav
3310,lima radio,audio_files/audio_3310.wav
3311,csa nine five descend flight level nine zero contact ruzyne radar one one nine decimal zero,audio_files/audio_3311.wav
3312,one zero two one,audio_files/audio_3312.wav
3313,skar,audio_files/audio_3313.wav
3314,csa nine seven six runway three one wind calm,audio_files/audio_3314.wav
3315,sky travel six seven zero roger line up,audio_files/audio_3315.wav
3316,hotel bravo kilo echo xray exercises is approved,audio_files/audio_3316.wav
3317,one three five four six zero shamrock six six one bye,audio_files/audio_3317.wav
3318,praha radar euro trans six zero one one inbound to omelo climbing flight level two nine zero,audio_files/audio_3318.wav
3319,scandinavian one six six five descend flight level two nine zero,audio_files/audio_3319.wav
3320,contact kbely tower one two zero decimal,audio_files/audio_3320.wav
3321,ruzyne tower csa seven two charlie,audio_files/audio_3321.wav
3322,lufthansa eight whiskey tango descending level two nine zero,audio_files/audio_3322.wav
3323,run,audio_files/audio_3323.wav
3324,approach,audio_files/audio_3324.wav
3325,touch down,audio_files/audio_3325.wav
3326,praha lufthansa six echo uniform level three one zero to sopav,audio_files/audio_3326.wav
3327,tango three six five sion tower hello qhn one zero two three report hotel november runway two five in use,audio_files/audio_3327.wav
3328,lot three seven mike you are unreadable just confirm by squak changing one two one zero seven five,audio_files/audio_3328.wav
3329,speed bird two zero uniform reduce minimum clean speed correction minimum approach spee,audio_files/audio_3329.wav
3330,austrian three five three three five november hello radar contact climb flight level three four zero climb flight lev,audio_files/audio_3330.wav
3331,alfa romeo tango one zero z seven papa descend to altitude five thousand feet qnh one zero two three and intercept,audio_files/audio_3331.wav
3332,and jobair zero,audio_files/audio_3332.wav
3333,air berlin eight four three nine praha radar contact proceed direct ratep,audio_files/audio_3333.wav
3334,sydney tower srilankan six zero six back with you ils one six right,audio_files/audio_3334.wav
3335,rapet,audio_files/audio_3335.wav
3336,csa nine six six runway one three cleared for takeoff wind zero eight zero degrees six knots,audio_files/audio_3336.wav
3337,praha aero flot two seven three good afternoon level three four zero,audio_files/audio_3337.wav
3338,now flight level one one zero csa two zulu,audio_files/audio_3338.wav
3339,roger bravo three zero four three affirm climb maximum five thousand five hundred feet,audio_files/audio_3339.wav
3340,praha good afternoon delta charlie november oscar bravo flight level three one zero abrax,audio_files/audio_3340.wav
3341,csa three charlie zulu five degrees to the left radar vectoring descend four thousand feet qnh one zero one eight,audio_files/audio_3341.wav
3342,csa eight mike three proceed direct to papa romeo nine zero six,audio_files/audio_3342.wav
3343,taxi going around nav checker five one one,audio_files/audio_3343.wav
3344,praha good day air berlin eight two eight two climbing flight level two eight,audio_files/audio_3344.wav
3345,oman air one zero two squawking one four five zero,audio_files/audio_3345.wav
3346,we are fully ready bline four zero victor,audio_files/audio_3346.wav
3347,csa eight two zero three radar radar contact descend flight level one eight zero,audio_files/audio_3347.wav
3348,lufthansa seven eight two contact warsaw one three four decimal nine two five,audio_files/audio_3348.wav
3349,quality eight nine sierra if you like you can use intersection for departure,audio_files/audio_3349.wav
3350,lufthansa seven three eight standby standing by,audio_files/audio_3350.wav
3351,lufthansa cargo eight five zero nine descend flight level three zero zero level by rapet,audio_files/audio_3351.wav
3352,csa four charlie zulu behind landing lufthansa seven three seven on short final line up runway one three behind,audio_files/audio_3352.wav
3353,line up runway one three cleared for immediate takeoff wind zero six zero seven knots,audio_files/audio_3353.wav
3354,one three sky travel one zero three si,audio_files/audio_3354.wav
3355,station calling say again,audio_files/audio_3355.wav
3356,four thousand feet on qnh one zero one eight lot five,audio_files/audio_3356.wav
3357,speed bird three zero charlie hello radar radar contact climb flight level nine zero,audio_files/audio_3357.wav
3358,twin star eight nine three contact praha one three two,audio_files/audio_3358.wav
3359,ruzyne tower air france one three two,audio_files/audio_3359.wav
3360,lot three five four climb flight level three three zero and proceed direct agava,audio_files/audio_3360.wav
3361,austrian three two six golf rate two thousand or more,audio_files/audio_3361.wav
3362,air france one nine eight two praha radar radar contact continue present heading vectoring ils approach runway three one descend flight level one three zero present speed or greater,audio_files/audio_3362.wav
3363,roger line up runway one three cleared for takeoff wind two one zero degrees four knots bye bye,audio_files/audio_3363.wav
3364,please confirm neagative normal rate and descend flight level one zero zero speed two nine zero or greater,audio_files/audio_3364.wav
3365,cleared to land runway three one will vacate via golf time air six one two papa,audio_files/audio_3365.wav
3366,hello sky travel one zero three,audio_files/audio_3366.wav
3367,adar good morning austrian two seven four charlie approaching hermsdorf three three zero austrian two seven four charlie praha hello radar contact after hermsdorf to abra,audio_files/audio_3367.wav
3368,in a moment call you,audio_files/audio_3368.wav
3369,wizz air four nine one contact praha radar one two zero decimal two seven five good bye,audio_files/audio_3369.wav
3370,opera jet three hundred praha radar contact climb flight level three four zero,audio_files/audio_3370.wav
3371,direct oscar kilo golf csa five six zero,audio_files/audio_3371.wav
3372,b air seven one two taxi via delta line up runway zero four,audio_files/audio_3372.wav
3373,descend flight level nine zero csa zero two five,audio_files/audio_3373.wav
3374,csa seven zero zero tower stop at holding point,audio_files/audio_3374.wav
3375,twin star eight eight seven reduce speed one six zero knots till four miles contact ruzyne tower one one eight decimal one good bye,audio_files/audio_3375.wav
3376,csa seven three two three behind follow sierra nine,audio_files/audio_3376.wav
3377,csa seven two seven reduce speed one six zero knots till four miles contact ruzyne tower one one eight decimal one,audio_files/audio_3377.wav
3378,fuck,audio_files/audio_3378.wav
3379,austrian three one four romeo when ready descend flight level three nine zero level by abrax,audio_files/audio_3379.wav
3380,lufthansa seven juliett alfa praha radar contact climb flight level three zero zero,audio_files/audio_3380.wav
3381,line up runway three,audio_files/audio_3381.wav
3382,csa two mike charlie radar radar con,audio_files/audio_3382.wav
3383,lufthansa two alfa foxtrot resume own navigation direct lagar,audio_files/audio_3383.wav
3384,flight level three four zero easy four eight eight ex,audio_files/audio_3384.wav
3385,praha good evening lufthansa nine four november level three five zero,audio_files/audio_3385.wav
3386,sky travel one one nine three contact ruzyne tower one one eight decimal one good bye tower eighteen one good bye sky,audio_files/audio_3386.wav
3387,emirates one three nine high speed approved,audio_files/audio_3387.wav
3388,five thousa,audio_files/audio_3388.wav
3389,nsa eight hotel h climb flight level three,audio_files/audio_3389.wav
3390,climbing up to level two eight zero,audio_files/audio_3390.wav
3391,hansa two five two six squaking five one seven five may be proceed to lagar,audio_files/audio_3391.wav
3392,france two four eight three,audio_files/audio_3392.wav
3393,one five five hello radar contact direct varik,audio_files/audio_3393.wav
3394,praha good evening lufthansa six four mike passing level two six six climbing level two eight zero in o inbound edita,audio_files/audio_3394.wav
3395,via left turn direct oscar,audio_files/audio_3395.wav
3396,one nice vector thank you,audio_files/audio_3396.wav
3397,speed bird eight six zero contact ruzyne ground one two one decimal nine bye bye,audio_files/audio_3397.wav
3398,csa six bravo charlie continue present heading vectoring for sequence present speed or,audio_files/audio_3398.wav
3399,and we re passed and descend,audio_files/audio_3399.wav
3400,royal air maroc three five two zurich tower good afternoon line up runway one zero report ready,audio_files/audio_3400.wav
3401,ffirmative ready,audio_files/audio_3401.wav
3402,csa four charlie zulu runway one three cleared for takeoff wind zero three zero degrees,audio_files/audio_3402.wav
3403,austrian three one five november contact rhein one three three two eight five good day one three three two eight five good day bye bye,audio_files/audio_3403.wav
3404,behind landing traffic on short final,audio_files/audio_3404.wav
3405,csa seven five nine praha radar radar contact descend flight level one three zero,audio_files/audio_3405.wav
3406,cimber three five two five right turn heading two seven zero speed one eight zero,audio_files/audio_3406.wav
3407,csa six one nine traffic information helicopter landing,audio_files/audio_3407.wav
3408,easy nine charlie lima track distance to touchdown four five miles,audio_files/audio_3408.wav
3409,turkish one five two five contact,audio_files/audio_3409.wav
3410,one two one point ni,audio_files/audio_3410.wav
3411,britair nine zero two delta to the left proceed direct to baltu,audio_files/audio_3411.wav
3412,easy six six yankee nobody yes we re call you back ready,audio_files/audio_3412.wav
3413,csa six one eight runway one three cleared for takeoff wind zero three zero degrees five knots,audio_files/audio_3413.wav
3414,ten dme,audio_files/audio_3414.wav
3415,follow me,audio_files/audio_3415.wav
3416,yes there no rope any yet so you should like startup on this frequency is available,audio_files/audio_3416.wav
3417,lufthansa cargo eight five zero nine resume own navigation direct rapet and contact munich one three two decimal one five five good bye,audio_files/audio_3417.wav
3418,one two seven eight two five csa zero two six,audio_files/audio_3418.wav
3419,descend flight level nine zero contact one one nine decimal zero csa nine two seven,audio_files/audio_3419.wav
3420,scandinavian four seven five nine descend flight level three one zero one thousand or greater,audio_files/audio_3420.wav
3421,ruzyne tower november six eight zero golf alfa ready upon reaching,audio_files/audio_3421.wav
3422,lufthansa three lima juliett descending to altitude nine zero,audio_files/audio_3422.wav
3423,one two five nine six five camber zero five two eight good bye,audio_files/audio_3423.wav
3424,one three six four zero five good bye good day iberia three eight one one,audio_files/audio_3424.wav
3425,p lima one two one nine csa eight echo charlie,audio_files/audio_3425.wav
3426,lufthansa seven two seven descending descend,audio_files/audio_3426.wav
3427,contract two romeo golf turn right heading one nine zero,audio_files/audio_3427.wav
3428,five degrees to the left csa seven kilo golf,audio_files/audio_3428.wav
3429,nsa two foxtrot romeo,audio_files/audio_3429.wav
3430,ruzyne tower hello austrian seven zero papa,audio_files/audio_3430.wav
3431,praha radar good afternoon austrian three three six november level three five zero,audio_files/audio_3431.wav
3432,takeoff runway one three aero flot one four four have a nice day,audio_files/audio_3432.wav
3433,climb flight level one one zero csa seven tango,audio_files/audio_3433.wav
3434,praha good afternoon swiss one six zero level three three zero,audio_files/audio_3434.wav
3435,one two seven decimal one two five csa eight zero five,audio_files/audio_3435.wav
3436,three four four seven five bratislava speed bird one zero nine,audio_files/audio_3436.wav
3437,ne three four four four zero siberia eight seven five,audio_files/audio_3437.wav
3438,lu seven two xray,audio_files/audio_3438.wav
3439,one six zero clear,audio_files/audio_3439.wav
3440,lufthansa six zero one proceed to rapet,audio_files/audio_3440.wav
3441,descend flight level three two zero nor shuttle four five zero one,audio_files/audio_3441.wav
3442,praha tower good evening seven romeo golf on delta fully ready when reach,audio_files/audio_3442.wav
3443,csa five four five radar radar contact continue heading descend flight level one four zero,audio_files/audio_3443.wav
3444,climbing flight level one six zero lot five two six,audio_files/audio_3444.wav
3445,flight level three four zero,audio_files/audio_3445.wav
3446,copy it one two four bravo,audio_files/audio_3446.wav
3447,climb flight level two two zero lufthansa nine lima charlie,audio_files/audio_3447.wav
3448,praha good morning air france one three two,audio_files/audio_3448.wav
3449,praha one two seven one two five air berlin seven six,audio_files/audio_3449.wav
3450,to four miles one one eight one cs,audio_files/audio_3450.wav
3451,climb flight level three three zero dynasty eight zero six two,audio_files/audio_3451.wav
3452,hotel golf papa unknown vfr traffic a helicopter at your eleven o clock position two miles same altitude opposite direction,audio_files/audio_3452.wav
3453,roger reduce sp,audio_files/audio_3453.wav
3454,climbing three four zero inbound agnav,audio_files/audio_3454.wav
3455,sierra papa foxtrot bravo alfa tower hello hold position i ll call you back,audio_files/audio_3455.wav
3456,speed one four zero austrian seven zero se,audio_files/audio_3456.wav
3457,descending level two nine zero,audio_files/audio_3457.wav
3458,praha radar charlie echo foxtrot five two one just reaching flight level one three zero inbound vlm information oscar,audio_files/audio_3458.wav
3459,csa six three bravo line up runway one three,audio_files/audio_3459.wav
3460,one two seven one two five austrian three two six golf,audio_files/audio_3460.wav
3461,passing one thousand one zero thousand feet in descent in the western sector mosquito one five bravo,audio_files/audio_3461.wav
3462,praha emirates one three nine descending to flight level three four zero to reach three four zero by makal emirates one three nine hello radar contact,audio_files/audio_3462.wav
3463,direct to donad speed bird eight five,audio_files/audio_3463.wav
3464,one two five nine five five oscar papa charlie kilo,audio_files/audio_3464.wav
3465,it was for mosquito one five bravo,audio_files/audio_3465.wav
3466,lufthansa nine alfa foxtrot reqeust descend,audio_files/audio_3466.wav
3467,wizz air five two three at your discretion descend flight level two nine zero level by tomti,audio_files/audio_3467.wav
3468,csa one eight four contact praha one three three four one zero,audio_files/audio_3468.wav
3469,praha radar csa,audio_files/audio_3469.wav
3470,lufthansa seven five two request flight level three five zero,audio_files/audio_3470.wav
3471,ing three two zero rate one thou,audio_files/audio_3471.wav
3472,radar northshuttel one five zero two cleared one seven zero inbound golop,audio_files/audio_3472.wav
3473,good morning lufthansa cargo eight four five two,audio_files/audio_3473.wav
3474,qatari three zero six four hello praha radar contact climb flight level three three zero,audio_files/audio_3474.wav
3475,to padka,audio_files/audio_3475.wav
3476,varik qatari six zero five five,audio_files/audio_3476.wav
3477,csa five delta romeo,audio_files/audio_3477.wav
3478,csa seven three zero praha radar radar contact climb flight level one zero zero climbing flight level one zero zero csa seven three zero,audio_files/audio_3478.wav
3479,easy five three kilo romeo contact ruzyne ground one two one decimal nine good bye,audio_files/audio_3479.wav
3480,stefanik tower oscar mike echo lima echo altitude six thousand feet and descending to two thousand feet,audio_files/audio_3480.wav
3481,alfa romeo tango one seven papa proceed direct to kenok then intercept localizer runway three one,audio_files/audio_3481.wav
3482,six seven left heading two seven zero,audio_files/audio_3482.wav
3483,further climb fot lot three for lot five two two,audio_files/audio_3483.wav
3484,seven zero nine,audio_files/audio_3484.wav
3485,one two zero decimal two seven five csa two delta zulu,audio_files/audio_3485.wav
3486,turn left heading one nine zero csa nine three delta,audio_files/audio_3486.wav
3487,zero,audio_files/audio_3487.wav
3488,condor five two three descend flight level two eight zero level by hotel delta oscar,audio_files/audio_3488.wav
3489,minimum clean radar one one nine zero csa five four,audio_files/audio_3489.wav
3490,csa seven three two two contact praha radar one one eight decimal three seven five,audio_files/audio_3490.wav
3491,lot five two five to the right heading two seven zero vectoring for sequence,audio_files/audio_3491.wav
3492,left turn direct to rapet csa two delta zulu,audio_files/audio_3492.wav
3493,tower hello austrian seven zero seven papa ils three one eight miles out,audio_files/audio_3493.wav
3494,bratislava radar one three four decimal four seven five csa nine seven eight,audio_files/audio_3494.wav
3495,five four five,audio_files/audio_3495.wav
3496,easy four nine six papa ready,audio_files/audio_3496.wav
3497,four minute delay,audio_files/audio_3497.wav
3498,two zero decimal nine good bye,audio_files/audio_3498.wav
3499,lot three mike papa contact praha one three three three nine zero,audio_files/audio_3499.wav
3500,climbing three four zero requesting four hundred air berlin three four six one three roger,audio_files/audio_3500.wav
3501,praha control emirates four flight level three seven zero direct pep,audio_files/audio_3501.wav
3502,csa eight mike three descend flight level one zero zero descending flight level one zero zero csa eight mike three,audio_files/audio_3502.wav
3503,eleven,audio_files/audio_3503.wav
3504,and clear of traffic seven three seven csa push back approved sky travel six eight two,audio_files/audio_3504.wav
3505,virgin three hundred praha hello radar contact,audio_files/audio_3505.wav
3506,one three four decimal four that s right,audio_files/audio_3506.wav
3507,zero is final runway,audio_files/audio_3507.wav
3508,descend one zero zero lima lot five two papa,audio_files/audio_3508.wav
3509,hotel bravo tango echo echo leaving ctr,audio_files/audio_3509.wav
3510,we re trying to reestablish the ils o,audio_files/audio_3510.wav
3511,air berlin nine two six mike praha hello radar contact descend flight level two nine zero,audio_files/audio_3511.wav
3512,climbing three one alfa present heading climbing flight level three,audio_files/audio_3512.wav
3513,berlin triple seven lima three zero two climbing three one zero inbound hermsdorf berlin triple seven lima hello radar contact,audio_files/audio_3513.wav
3514,papa mike parking is tango one zero but it is with the knots facing to the east so if able make one eighty and to park back at parking one zero,audio_files/audio_3514.wav
3515,ings seven papa left turn heading one zero zero,audio_files/audio_3515.wav
3516,ruzyne tower lufthansa,audio_files/audio_3516.wav
3517,descend five thousand feet qnh one zero two one swedestar zero five one,audio_files/audio_3517.wav
3518,praha radar dob,audio_files/audio_3518.wav
3519,csa,audio_files/audio_3519.wav
3520,hello bravo whiskey zulu papa tower hello into control zone route echo clearance limit echo two,audio_files/audio_3520.wav
3521,ur seven five good bye,audio_files/audio_3521.wav
3522,zero two three aero,audio_files/audio_3522.wav
3523,o kilo golf swiss four eight seven november,audio_files/audio_3523.wav
3524,beair one four one praha radar radar conatact climb flight level one two zero,audio_files/audio_3524.wav
3525,three three decimal three six zero euro trans,audio_files/audio_3525.wav
3526,sky travel six one eight stand one five information november one zero one eight request starting and destination hurgha,audio_files/audio_3526.wav
3527,hamburg airways two zero three one radar contact descend flight level two nine zero,audio_files/audio_3527.wav
3528,jobair zero seven one runway one three cleared for takeoff wind three six zero degrees three knots,audio_files/audio_3528.wav
3529,direct padka seven five six one,audio_files/audio_3529.wav
3530,one two seven one two five bye bye air berlin five four three,audio_files/audio_3530.wav
3531,one two zero two seven five eight five zero zero bye bye correct,audio_files/audio_3531.wav
3532,blished the,audio_files/audio_3532.wav
3533,somis speed bird two zero uniform,audio_files/audio_3533.wav
3534,emirates nine nine eight seven hello radar contact proceed to varik,audio_files/audio_3534.wav
3535,continue approach continue approach easy eight zero nine b csa six one nine papa lima contact ground one two one decimal nine,audio_files/audio_3535.wav
3536,climb flight level one four zero csa nine seven four,audio_files/audio_3536.wav
3537,further descend,audio_files/audio_3537.wav
3538,roger that speed bird four alfa charlie,audio_files/audio_3538.wav
3539,singapore two five proceed direct dibet,audio_files/audio_3539.wav
3540,flight level three four zero finn air seven six eight juliett any direct route,audio_files/audio_3540.wav
3541,ok we are looking for the helicopter three five two five,audio_files/audio_3541.wav
3542,climb level one six zero bee line six one golf,audio_files/audio_3542.wav
3543,klm one eight four zero contact praha one three three three nine zero,audio_files/audio_3543.wav
3544,november alfa sierra wind two five zero degrees nine knots runway two five cleared for takeoff report one three thousand feet climbing,audio_files/audio_3544.wav
3545,praha radar good evening air berlin two eight nine kilo passinf flight level two six zero climbing flight level two eight zero inbound lanux,audio_files/audio_3545.wav
3546,radar good morning viking three zero five level three three zero inbound pikot,audio_files/audio_3546.wav
3547,kuwaiti eight nine sierra praha good morning radar contact,audio_files/audio_3547.wav
3548,right heading three one zero c,audio_files/audio_3548.wav
3549,air berlin nine two six mike one two seven one two five,audio_files/audio_3549.wav
3550,ive,audio_files/audio_3550.wav
3551,air baltic triple two contact praha one three three decimal three nine zero bye bye,audio_files/audio_3551.wav
3552,otherwise so read back is correct and rep,audio_files/audio_3552.wav
3553,german wings seven papa runway three one cleared to land wind zero eight zero degrees two knots,audio_files/audio_3553.wav
3554,level eight zero aerosvit two zero nine,audio_files/audio_3554.wav
3555,sky travel six eight two radar contact,audio_files/audio_3555.wav
3556,runway three one cleared c,audio_files/audio_3556.wav
3557,approach csa seven eight eight two thousand eight hundred feet altitude,audio_files/audio_3557.wav
3558,csa company boeing seven three seven push back approved,audio_files/audio_3558.wav
3559,sky travel nine five juliett present heading vectoring for ils runway one three an,audio_files/audio_3559.wav
3560,good morning lufthansa eight papa lima flight level three hundred climbing flight level three one zero,audio_files/audio_3560.wav
3561,good day qantas nine ninety four,audio_files/audio_3561.wav
3562,good day speed bird four alfa charlie praha radar contact descend flight level one three zero information oscar standard speed,audio_files/audio_3562.wav
3563,one two zero two seven five britair nine zero four charlie,audio_files/audio_3563.wav
3564,to four thousa,audio_files/audio_3564.wav
3565,departure good day lufthan,audio_files/audio_3565.wav
3566,two three,audio_files/audio_3566.wav
3567,three zero,audio_files/audio_3567.wav
3568,lufthansa seven five two contact praha one three three decimal three nine zero good bye,audio_files/audio_3568.wav
3569,heading one eight zero,audio_files/audio_3569.wav
3570,clear to land runway three one lufthansa two hotel tango,audio_files/audio_3570.wav
3571,thank you,audio_files/audio_3571.wav
3572,two zero c,audio_files/audio_3572.wav
3573,we are flying to lale,audio_files/audio_3573.wav
3574,lufthansa four uniform alfa climb flight level three four zero,audio_files/audio_3574.wav
3575,csa five zero eight contact praha radar one one eight decimal three seven five,audio_files/audio_3575.wav
3576,time air six one two papa expect true distance to touchdown three five miles,audio_files/audio_3576.wav
3577,taxiing zulu bravo delta lima hold short of runway two four we are able from foxtrot sky travel six eight two,audio_files/audio_3577.wav
3578,we expect flight level three seven zero overhead pepik csa two seven zero roger,audio_files/audio_3578.wav
3579,four tango papa,audio_files/audio_3579.wav
3580,jetcargo seven four four three maintain level three three zero call you shortly,audio_files/audio_3580.wav
3581,one three six four zero five speed bird one zero eight thanks,audio_files/audio_3581.wav
3582,euro trans five three three five approaching fox one six ready for departure,audio_files/audio_3582.wav
3583,one three two one five five lufthansa seven five nine,audio_files/audio_3583.wav
3584,continue descending one zero zero lot five,audio_files/audio_3584.wav
3585,one zero zero romeo on board no s,audio_files/audio_3585.wav
3586,air berlin three six zero five descend flight level two nine zero rate one thousand five hundred feet per minute or greater,audio_files/audio_3586.wav
3587,descending four thousand feet qnh one zero two three cleared the ils approach,audio_files/audio_3587.wav
3588,approaching bavok,audio_files/audio_3588.wav
3589,contact tower one one eight one,audio_files/audio_3589.wav
3590,dobry den csa one delta zulu ruzyne tower runway two four cleared to land wind two two zero degrees one four knots,audio_files/audio_3590.wav
3591,dynasty six four zero six squak one four six six proceed direct pe,audio_files/audio_3591.wav
3592,lufthansa three romeo kilo praha radar contact descend flight level one zero zero no speed limit quebec is current one zero one nine,audio_files/audio_3592.wav
3593,euro trans one three juliett roger so recleared via tovka one kilo departure of runway three one initial climb five thousand feet,audio_files/audio_3593.wav
3594,oscar mike echo lima echo taxi between anchors via foxtrot,audio_files/audio_3594.wav
3595,clear to land runway three one wizz air four xray z,audio_files/audio_3595.wav
3596,proceed direct to padka papa alfa delta kilo alfa thai nine three three thank you welcome,audio_files/audio_3596.wav
3597,eight kilo alfa,audio_files/audio_3597.wav
3598,we have light to moderate turbo,audio_files/audio_3598.wav
3599,speed bird four alfa charlie traffic information now opposite traffic below flight level one two zero,audio_files/audio_3599.wav
3600,twenty and descend five thousand one zero two one cs,audio_files/audio_3600.wav
3601,descending flight level one three zero csa nine one thr,audio_files/audio_3601.wav
3602,german cargo five five zero praha good morning radar contact,audio_files/audio_3602.wav
3603,ruzyne radar lot five two eight cross one thousan,audio_files/audio_3603.wav
3604,later on expect to taxi via taxiway delta on the other side but standby i will call you,audio_files/audio_3604.wav
3605,descending four thousand altitude cleared for ils approach runway three one csa nine,audio_files/audio_3605.wav
3606,line up three one be ready csa seven tango,audio_files/audio_3606.wav
3607,one four zero one four zero affirmative jobair zero seve,audio_files/audio_3607.wav
3608,air berlin one one five quebec proceed to rapet,audio_files/audio_3608.wav
3609,lufthansa nine kilo yankee hello ruzyne tower continue approach,audio_files/audio_3609.wav
3610,hansa one echo november one three three,audio_files/audio_3610.wav
3611,direct to descend to flight level one three zero euro trans six three two one,audio_files/audio_3611.wav
3612,scend flight level one seven zero odnem two one zero or below euro trans six three two,audio_files/audio_3612.wav
3613,one three six,audio_files/audio_3613.wav
3614,praha radar,audio_files/audio_3614.wav
3615,two one six descending flight level one seven zero,audio_files/audio_3615.wav
3616,any chance aero flot one four four,audio_files/audio_3616.wav
3617,wizz air four bravo mike contact vienna one three,audio_files/audio_3617.wav
3618,praha radar berlin five two two lima good afternoon flight level three one zero inbound,audio_files/audio_3618.wav
3619,swiss four six one foxtrot line up runway three one and wait,audio_files/audio_3619.wav
3620,praha radar nor shuttle one six three two flight level three three zero inbound hermsdorf,audio_files/audio_3620.wav
3621,camber three five two five runway three one clear to land wind is calm,audio_files/audio_3621.wav
