index,text,audio_path,word_count,potential_question,potential_statement,label
2175,quality eight nine sierra line up runway three one cleared for takeoff wind one two zero degrees three knots by,audio_files/audio_2175.wav,20,False,True,
5782,one two confirm,audio_files/audio_5782.wav,3,True,False,
2086,lufthansa seven seven three confirm hospital flight,audio_files/audio_2086.wav,7,True,False,
4081,five three nine confirm six thousand feet or level si,audio_files/audio_4081.wav,10,True,False,
8113,lufthansa two five two six climb flight level three four zero lufthansa two five two six climb level three four zero request level three five zero final,audio_files/audio_8113.wav,27,True,False,
3317,one three five four six zero shamrock six six one bye,audio_files/audio_3317.wav,11,False,True,
10139,b romeo yankee,audio_files/audio_10139.wav,3,False,True,
10235,zero cleared ils one three air malta five si,audio_files/audio_10235.wav,9,False,True,
9350,german wings eight november xray continue climb level three four zero and requesting level three six zero for crui,audio_files/audio_9350.wav,19,True,False,
11454,lufthansa seven two three thank you much direct to kolad,audio_files/audio_11454.wav,10,False,True,
4245,blocked austrian three three two papa descend to flight level two nine zero descend level two nine zero austrian three three two papa,audio_files/audio_4245.wav,23,False,True,
3364,please confirm neagative normal rate and descend flight level one zero zero speed two nine zero or greater,audio_files/audio_3364.wav,18,True,False,
8615,sun express three eight zero zero contact praha one three five point one three five good bye,audio_files/audio_8615.wav,17,False,True,
8311,lufthansa seven seven nine when ready descend to flight level three zero zero reach level by rape,audio_files/audio_8311.wav,17,True,False,
3600,twenty and descend five thousand one zero two one cs,audio_files/audio_3600.wav,10,False,True,
4448,csa seven five one descend four thousand feet q,audio_files/audio_4448.wav,9,False,True,
2,direct padka request three five zero,audio_files/audio_2.wav,6,True,False,
8385,air berlin eight seven victor praha how do you read,audio_files/audio_8385.wav,10,True,False,
2854,praha good afternoon lufthansa eight mike m climbing level two eight zero inbound tom,audio_files/audio_2854.wav,14,False,True,
11570,we etihad zero one eight thank you,audio_files/audio_11570.wav,7,False,True,
3383,lufthansa two alfa foxtrot resume own navigation direct lagar,audio_files/audio_3383.wav,9,False,True,
5273,xray left heading zer,audio_files/audio_5273.wav,4,False,True,
4828,easy six one three golf conta,audio_files/audio_4828.wav,6,False,True,
11400,six climbing three one zero lufthansa seven eight two good evening radar contact confirm requested level,audio_files/audio_11400.wav,16,True,False,
4674,lufthansa two four mike praha hello radar contact climb to flight level three four zero and confirm requested cruising level,audio_files/audio_4674.wav,20,True,False,
3133,klm one three five one confirm established,audio_files/audio_3133.wav,7,True,False,
11107,confirm six romeo victor affirm,audio_files/audio_11107.wav,5,True,False,
1988,praha reach six four six flight level two nine zero,audio_files/audio_1988.wav,10,False,True,
9451,hold short to runway two four air france one nine eight romeo,audio_files/audio_9451.wav,12,False,True,
5333,no i didn t,audio_files/audio_5333.wav,4,False,True,
2486,requested flight level three eight zero,audio_files/audio_2486.wav,6,True,False,
7342,praha scandinavian two six six two we re level two five zero climbing two eight zero agnav,audio_files/audio_7342.wav,17,False,True,
4889,air berlin five three eight lima confirm requested cruising level requested level three eight zero,audio_files/audio_4889.wav,15,True,False,
7336,to bepas climbing level three hundred request three five zero,audio_files/audio_7336.wav,10,True,False,
1960,csa nine correction nine two one contact tower one one eight one,audio_files/audio_1960.wav,12,False,True,
1945,sorry i didn t understand say again plese,audio_files/audio_1945.wav,8,True,False,
7721,two one and request ifr and climbing if available,audio_files/audio_7721.wav,9,True,False,
3328,lot three seven mike you are unreadable just confirm by squak changing one two one zero seven five,audio_files/audio_3328.wav,18,True,False,
8065,lufthansa one four nine two praha good evening radar contact report requested flight level,audio_files/audio_8065.wav,14,True,False,
8769,no speed thank you five four one four,audio_files/audio_8769.wav,8,False,True,
8648,maintaining flight level one zero zero and confirm runway three one,audio_files/audio_8648.wav,11,True,False,
3817,three three request go ahead,audio_files/audio_3817.wav,5,True,False,
1129,nor shuttle one nine seven seven praha radar contact,audio_files/audio_1129.wav,9,False,True,
1591,csa eight five seven speed two four zero or less,audio_files/audio_1591.wav,10,False,True,
3442,praha tower good evening seven romeo golf on delta fully ready when reach,audio_files/audio_3442.wav,13,True,False,
7265,information is oscar expect vectoring ils three one,audio_files/audio_7265.wav,8,False,True,
4568,i m sorry any chance for what,audio_files/audio_4568.wav,7,True,False,
871,aero flot one four three confirm descend four thousand fee,audio_files/audio_871.wav,10,True,False,
2510,air berlin two nine eight victor contact rhein one three three decimal two eight five good bye,audio_files/audio_2510.wav,17,False,True,
5295,good afternoon air berlin one one five quebec praha radar contact climb flight level three four zero confirm three eight zero requested,audio_files/audio_5295.wav,22,True,False,
10826,lufthansa seven one four please say again the frequency,audio_files/audio_10826.wav,9,True,False,
746,csa nine two delta radar departure terminated direct lima delta zulu,audio_files/audio_746.wav,11,False,True,
4662,confirm three three decimal eight six zero six zero four three seven four bye bye,audio_files/audio_4662.wav,15,True,False,
10645,praha good day,audio_files/audio_10645.wav,3,False,True,
3656,emirates four request three nine zero,audio_files/audio_3656.wav,6,True,False,
4718,confirm flight level one one five zero,audio_files/audio_4718.wav,7,True,False,
255,qality nine one romeo request taxi,audio_files/audio_255.wav,6,True,False,
8789,scending flight level one zero zero,audio_files/audio_8789.wav,6,False,True,
3534,emirates nine nine eight seven hello radar contact proceed to varik,audio_files/audio_3534.wav,11,False,True,
2004,approved when ready,audio_files/audio_2004.wav,3,True,False,
10650,praha good evening trans avia seven five zero level three eight zero approaching ditis,audio_files/audio_10650.wav,14,False,True,
2742,csa four delta romeo ruzyne tower hold short of runway one three,audio_files/audio_2742.wav,12,False,True,
6342,lufthansa two five two zero request level three seven zero roger standby,audio_files/audio_6342.wav,12,True,False,
3922,aerosvit two zero nine when ready descend flight level two nine zero descend flight level two nine zero aerosvit two zero nine,audio_files/audio_3922.wav,22,True,False,
4729,csa four delta romeo taxi via runway two four and hold short of runway one three,audio_files/audio_4729.wav,16,False,True,
6236,say again for iberia three eight zero eight,audio_files/audio_6236.wav,8,True,False,
6066,lufthansa seven one five please confirm to romeo alfa kilo affirm thank you,audio_files/audio_6066.wav,13,True,False,
2974,sierra papa sierra praha radar roger report through flight level nine five,audio_files/audio_2974.wav,12,False,True,
9393,our stand information lima one zero zero seven ready for startup clearance destination kosice,audio_files/audio_9393.wav,14,False,True,
3355,station calling say again,audio_files/audio_3355.wav,4,True,False,
6230,ree zero luf,audio_files/audio_6230.wav,3,False,True,
6339,praha this csa nine zero uniform reaching three thousand feet,audio_files/audio_6339.wav,10,False,True,
5000,after hermsdorf to confirm artup abrax,audio_files/audio_5000.wav,6,True,False,
1147,papa foxtrot approaching bern city request to make an orbid over the bundeshaus,audio_files/audio_1147.wav,13,True,False,
10828,approach csa one delta zulu is with you,audio_files/audio_10828.wav,8,False,True,
2876,euro trans six eight zero two sorry say again waypoint kolad kolad euro trans six eight zero two,audio_files/audio_2876.wav,18,True,False,
11030,six charlie kilo,audio_files/audio_11030.wav,3,False,True,
1630,vel three one zero request flight level three three zero,audio_files/audio_1630.wav,10,True,False,
11422,climbing level three four zero and requesting level three six zero as final today please,audio_files/audio_11422.wav,15,True,False,
2279,lufthansa eight lima l runway three one cleared for takeoff thank you bye bye,audio_files/audio_2279.wav,14,False,True,
980,lufthansa one romeo mike right heading two seven zer,audio_files/audio_980.wav,9,False,True,
2650,adria four zero vacate via golf and contact ruzyne ground one two one decimal nine golf and one two one deci,audio_files/audio_2650.wav,21,False,True,
687,five eight say again climb flight level three three zero,audio_files/audio_687.wav,10,True,False,
9199,three five decim,audio_files/audio_9199.wav,3,False,True,
9967,seven zero two good bye,audio_files/audio_9967.wav,5,False,True,
6683,austrian seven one two zulu runway one three cleared for takeoff wind one six zero degrees three knots bye bye,audio_files/audio_6683.wav,20,False,True,
9868,wizz air four nine one line up runway three one,audio_files/audio_9868.wav,10,False,True,
3968,lufthansa two hotel tango contact ru ruzyne tower one one eight decimal one good bye,audio_files/audio_3968.wav,15,False,True,
11593,jobair zero five one papa praha radar contact climb to flight level two two zero,audio_files/audio_11593.wav,15,False,True,
9086,in that case request descending level three two zero lot three nine seven,audio_files/audio_9086.wav,13,True,False,
1584,stand one four bravo request,audio_files/audio_1584.wav,5,True,False,
1951,lufthansa eight romeo yankee cotact pra,audio_files/audio_1951.wav,6,False,True,
9349,praha hello lufthansa eight november echo ready up on,audio_files/audio_9349.wav,9,False,True,
6470,direct evemi el al five two one,audio_files/audio_6470.wav,7,False,True,
7894,ruzyne tower csa nine two delta continue taxi hodling position eighty one,audio_files/audio_7894.wav,12,False,True,
7059,switch over to munchen confirm lufthansa seven seven three sorry i forget the swtiching toy bye bye,audio_files/audio_7059.wav,17,True,False,
7166,one four zero on the heading and cleared ils one three cimber three five two seven,audio_files/audio_7166.wav,16,False,True,
10188,lufthasna five mike echo descend four thousand feet qnh one zero two three,audio_files/audio_10188.wav,13,False,True,
614,csa six nine one praha radar radar contact descend flight level one three zero,audio_files/audio_614.wav,14,False,True,
3428,five degrees to the left csa seven kilo golf,audio_files/audio_3428.wav,9,False,True,
10753,descend down to flight level two five zero to by level by hotel delta oscar euro trans five one three,audio_files/audio_10753.wav,20,False,True,
9698,six one eight,audio_files/audio_9698.wav,3,False,True,
587,request three seven zero,audio_files/audio_587.wav,4,True,False,
11282,zero zero two one,audio_files/audio_11282.wav,4,False,True,
8252,csa seven seven three runway three one cleared to land wind one four zero degrees four knots,audio_files/audio_8252.wav,17,False,True,
288,proceed direct romeo alfa ke,audio_files/audio_288.wav,5,False,True,
2455,csa five seven three ruzyne tower continue approach,audio_files/audio_2455.wav,8,False,True,
10167,confirm mikov,audio_files/audio_10167.wav,2,True,False,
2280,confirm would it be,audio_files/audio_2280.wav,4,True,False,
1783,four zero final level requested today is three,audio_files/audio_1783.wav,8,True,False,
9935,csa three seven bravo speed two one zero kno,audio_files/audio_9935.wav,9,False,True,
7212,request flight level three eight zero for the cruise,audio_files/audio_7212.wav,9,True,False,
7630,confirm three nine miles for eight juliett golf,audio_files/audio_7630.wav,8,True,False,
10023,tango three one three col du sallest at eight thousand feet requested change,audio_files/audio_10023.wav,13,True,False,
9876,csa eight zero four praha request,audio_files/audio_9876.wav,6,True,False,
10480,radar hello germania seven six four five inbound approaching three five zero ready to descend,audio_files/audio_10480.wav,15,False,True,
7414,csa three zero three request descend,audio_files/audio_7414.wav,6,True,False,
350,lufthansa four mike hotel when ready descend flight level two five zero level by kolad,audio_files/audio_350.wav,15,True,False,
4910,lufthansa two five three zero praha good evening radar contact report requested flight level,audio_files/audio_4910.wav,14,True,False,
10183,sorry who s calling,audio_files/audio_10183.wav,4,True,False,
2666,hello swiss four eight,audio_files/audio_2666.wav,4,False,True,
3263,one three one zero five five bye bye euro trans,audio_files/audio_3263.wav,10,False,True,
6132,praha sierra victor alfa request flight level one three zero due to,audio_files/audio_6132.wav,12,True,False,
4625,direct voz csa,audio_files/audio_4625.wav,3,False,True,
5014,pepik reach one two zero,audio_files/audio_5014.wav,5,False,True,
7445,ukraine international seven zero two climb flight level three four zero,audio_files/audio_7445.wav,11,False,True,
11445,yangzte river seven four six zero roger line up runway three one cleared for takeoff wind calm good bye,audio_files/audio_11445.wav,19,False,True,
2805,csa seven three two runway three one clear to land wind one seven zero degrees two knots,audio_files/audio_2805.wav,17,False,True,
1938,direct lagar lufthansa two alfa fox,audio_files/audio_1938.wav,6,False,True,
4732,requeste level three eight zero roger standby,audio_files/audio_4732.wav,7,True,False,
2538,lufthansa eight kilo alfa ruzyne tower roger,audio_files/audio_2538.wav,7,False,True,
1509,descend flight level two nine zero and one three five one three five mike,audio_files/audio_1509.wav,14,False,True,
8300,sky travel one one zero two tax,audio_files/audio_8300.wav,7,False,True,
4126,five eight five zero zero good day yes one two zero decimal two seven,audio_files/audio_4126.wav,14,False,True,
11095,praha radar good day wizz air four yankee victor flight level two eight zero over astel request flight level three six zero for,audio_files/audio_11095.wav,23,True,False,
4524,how about one sixty sir one sixty,audio_files/audio_4524.wav,7,True,False,
6576,and one four three please confirm four thousand feet,audio_files/audio_6576.wav,9,True,False,
6512,csa nine two one reduce two three zero knots,audio_files/audio_6512.wav,9,False,True,
368,austrian seven zero six papa line up runway three one,audio_files/audio_368.wav,10,False,True,
6769,speed bird one one good evening radar contact,audio_files/audio_6769.wav,8,False,True,
10443,hotel hotel oscar roger say again the number of the glider,audio_files/audio_10443.wav,11,True,False,
11636,time to quality nine one romeo request push back,audio_files/audio_11636.wav,9,True,False,
2034,tower bline four zero victor approaching delta when ready,audio_files/audio_2034.wav,9,True,False,
2973,eight nine sierra request descend to,audio_files/audio_2973.wav,6,True,False,
7470,csa eight tango praha radar radar contact descend flight level one three zero,audio_files/audio_7470.wav,13,False,True,
11714,oscar kilo hotel kilo sierra tower continue approach runway three,audio_files/audio_11714.wav,10,False,True,
10982,easy four six nine one hello praha radar contact confirm requested cruising level,audio_files/audio_10982.wav,13,True,False,
2783,hotel golf papa is calling confirm,audio_files/audio_2783.wav,6,True,False,
2978,confirm need to backtrack yes wah we need to backtrack runway one three air france one nine eight r,audio_files/audio_2978.wav,19,True,False,
11776,csa seven six five turn left heading three four zero cleared ils approach runway three one report when established,audio_files/audio_11776.wav,19,True,False,
10709,level three three zero malaysian two one,audio_files/audio_10709.wav,7,False,True,
3100,morning mike echo mike india eleven and half miles fin,audio_files/audio_3100.wav,10,False,True,
11567,lufthansa seven five eight request flight level three five zero,audio_files/audio_11567.wav,10,True,False,
2549,csa six zero five zero and zero request full lengt due performance,audio_files/audio_2549.wav,12,True,False,
1694,wizz air,audio_files/audio_1694.wav,2,False,True,
2449,radar qatari zero eight four request climb flight level three five zero,audio_files/audio_2449.wav,12,True,False,
8942,say again can you three by five heli hotel yankee,audio_files/audio_8942.wav,10,True,False,
9489,direct to bolbo germania one three one five affirm,audio_files/audio_9489.wav,9,False,True,
10576,lufthansa nine lima charlie climb flight level one four zero climb level one four zero lufthansa nine lima charlie,audio_files/audio_10576.wav,19,False,True,
10829,lufthansa four juliett alfa contact munich one three two point five five zero good bye,audio_files/audio_10829.wav,15,False,True,
10260,one three one zero five five connie two four six,audio_files/audio_10260.wav,10,False,True,
2200,four thousand feet the qnh,audio_files/audio_2200.wav,5,False,True,
11858,affirm any higher up level three eight zero please austrian five five alfa delta roger standby,audio_files/audio_11858.wav,16,False,True,
2562,praha radar lufthansa cargo eight four five two request,audio_files/audio_2562.wav,9,True,False,
324,direct rapet point confirm please airbridge cargo three eight nine,audio_files/audio_324.wav,10,True,False,
11124,and germania six zero zero two final requested level three five zero roger standby for climb,audio_files/audio_11124.wav,16,True,False,
8751,one two one zero nine aerosvit two zero nine,audio_files/audio_8751.wav,9,False,True,
1183,confirm direct bohum for runway two two negative polom runway zero four,audio_files/audio_1183.wav,12,True,False,
1178,inbound odnem out of two five three cleared three one zero request final three three,audio_files/audio_1178.wav,15,True,False,
8727,csa eight zero two confirm requested flight level,audio_files/audio_8727.wav,8,True,False,
4609,lufthansa two four mike climb three four zero and request three four zero roger,audio_files/audio_4609.wav,14,True,False,
6127,bratislava one three four four seven five viking three zero five good bye,audio_files/audio_6127.wav,13,False,True,
550,hotel whiskey echo for the time being not available i will call you back,audio_files/audio_550.wav,14,False,True,
11232,lufthansa four charlie kilo contact bratislava on one three four four seven five,audio_files/audio_11232.wav,13,False,True,
10594,seven eight two five direct on,audio_files/audio_10594.wav,6,False,True,
2676,praha good afternoon ryan air seven four zulu foxtrot descending flight level three five zero direct to elnek request further descend,audio_files/audio_2676.wav,21,True,False,
8835,runway one three cleared to land csa zero two five,audio_files/audio_8835.wav,10,False,True,
4801,ok start approved one hotel and confirm squawk one four one one four four please,audio_files/audio_4801.wav,15,True,False,
2380,ok continue heading that s one two zero and ready any time contract one romeo golf,audio_files/audio_2380.wav,16,False,True,
11761,descend flight level six zero confirm,audio_files/audio_11761.wav,6,True,False,
10682,startup is approved papa qn,audio_files/audio_10682.wav,5,False,True,
1653,csa seven six echo contact radar one one eight decimal three seven five one one eight three seven five,audio_files/audio_1653.wav,19,False,True,
6146,aerosvit two zero nine departing,audio_files/audio_6146.wav,5,False,True,
4783,stefanik tower oscar mike charlie india alfa request,audio_files/audio_4783.wav,8,True,False,
11123,sorry can you say again for klm one three s,audio_files/audio_11123.wav,10,True,False,
9091,swiss one three four nine praha radar,audio_files/audio_9091.wav,7,False,True,
2203,lot five two papa descend four thousand feet,audio_files/audio_2203.wav,8,False,True,
9960,descend five thousand feet qnh one zero two two northshuttel three five eight zero,audio_files/audio_9960.wav,14,False,True,
11274,a nine three zero radar radar contact climb flight level eight zero climb flight level eight zero csa nine three zero,audio_files/audio_11274.wav,21,False,True,
10680,ryan air five four one praha hello radar contact climb to flight level three four zero and confirm requested cruising level,audio_files/audio_10680.wav,21,True,False,
4722,air france one zero eight two contact ruzyne tower one one eight decimal one,audio_files/audio_4722.wav,14,False,True,
55,for runway one,audio_files/audio_55.wav,3,False,True,
6749,lufthansa mike continue for what two zero meters and then will be first a yellow light to the right,audio_files/audio_6749.wav,19,True,False,
11800,sky travel eight two four radar radar contact climb flight level one six zero,audio_files/audio_11800.wav,14,False,True,
8931,lufthansa seven two six climbing level three one zero and we are requesting three three zero roger standby thank you bye,audio_files/audio_8931.wav,21,True,False,
502,lufthansa two echo kilo request to make an offset to the left because of wake turbule,audio_files/audio_502.wav,16,True,False,
8613,when ready flight level three hundred reach by rapet lufthans,audio_files/audio_8613.wav,10,True,False,
3189,one three three three nine zero eight two eight two bye bye,audio_files/audio_3189.wav,12,False,True,
6086,air berlin two nine eight victor climbing flight level three four zero which is current final,audio_files/audio_6086.wav,16,True,False,
4823,affirm we descending level two nine zero to be level by letko confirm,audio_files/audio_4823.wav,13,True,False,
10495,roger one three four decimal four seven five,audio_files/audio_10495.wav,8,False,True,
649,midland seven seven four what is your maximum mach number,audio_files/audio_649.wav,10,True,False,
9916,climb flight level three four zero requesting flight level three eight zero if available ryan air three xray yankee,audio_files/audio_9916.wav,19,True,False,
4853,tower united twenty twelve is just outside gala for one six right,audio_files/audio_4853.wav,12,False,True,
1831,praha alitalia four nine one,audio_files/audio_1831.wav,5,False,True,
9293,lufthansa five romeo whiskey say again,audio_files/audio_9293.wav,6,True,False,
5948,aero flot o,audio_files/audio_5948.wav,3,False,True,
4836,six three four,audio_files/audio_4836.wav,3,False,True,
11772,point one five five good bye,audio_files/audio_11772.wav,6,False,True,
5613,lufthansa seven two seven requesting descend lufthansa seven two seven descend to flight level two five zero,audio_files/audio_5613.wav,17,True,False,
7387,one three five one three five good bye eight two eight three,audio_files/audio_7387.wav,12,False,True,
2555,a bravo delta five one zero confirm climb to flight level three three zero affirm sir climb to three three zero,audio_files/audio_2555.wav,21,True,False,
625,two one nine csa se,audio_files/audio_625.wav,5,False,True,
1933,oscar sierra juliett turn left heading three four zero cleared ils approach runway three one report when established,audio_files/audio_1933.wav,18,True,False,
10638,maitain flight level nine,audio_files/audio_10638.wav,4,False,True,
7570,lufthansa nine juliett charlie reduce speed one six zero knots till four miles confirm established,audio_files/audio_7570.wav,15,True,False,
8327,zero and we would like to,audio_files/audio_8327.wav,6,False,True,
4916,clear line up and cleared for takeoff runway three one lot five two eight,audio_files/audio_4916.wav,14,False,True,
4170,hotel one foxtrot say again rest,audio_files/audio_4170.wav,6,True,False,
2040,and csa four two zero confirm three seven zero is final,audio_files/audio_2040.wav,11,True,False,
11142,two three on the squawk wizz air five nine one,audio_files/audio_11142.wav,10,False,True,
10878,csa nine two delta contact radar one one eight three seven five,audio_files/audio_10878.wav,12,False,True,
5068,hotel oscar foxtrot whiskey four thousand five hundred feet request to leave frequency,audio_files/audio_5068.wav,13,True,False,
7202,three six one climbing two four zero direct request three four zero as cruising,audio_files/audio_7202.wav,14,True,False,
6299,six mike alfa request,audio_files/audio_6299.wav,4,True,False,
8895,easy five four nine seven established,audio_files/audio_8895.wav,6,False,True,
3001,say again the departure we for us,audio_files/audio_3001.wav,7,True,False,
10504,two six two three runway one three cleared to land wind zero eight zero degrees fi,audio_files/audio_10504.wav,16,False,True,
2836,three one,audio_files/audio_2836.wav,2,False,True,
11789,air berlin two three eight sierra praha radar contact,audio_files/audio_11789.wav,9,False,True,
5369,lot five two papa contact ground one two one nine,audio_files/audio_5369.wav,10,False,True,
3148,lufthansa seven three eight confirm three three zero requested,audio_files/audio_3148.wav,9,True,False,
2996,euro trans one three juliett request push and start,audio_files/audio_2996.wav,9,True,False,
11341,continue present heading three zero three and ruzyne radar one one nine decimal zero sky travel nine five juliett,audio_files/audio_11341.wav,19,False,True,
4935,bin air one zero bravo try again one three four decimal nine two five good bye,audio_files/audio_4935.wav,16,False,True,
1650,affirm and confirm requested flight level request final level three five zero,audio_files/audio_1650.wav,12,True,False,
5994,berne tower hello again helicopter hotel bravo zulu whiskey juliett uttigen two thousand three hundred,audio_files/audio_5994.wav,15,False,True,
3741,windgoose two one two contact praha radar one two seven decimal eight two five good day,audio_files/audio_3741.wav,16,False,True,
10232,d hotel alfa climb flight level three two zero report requested flight level d alfa climbing three two zero requested three six zero,audio_files/audio_10232.wav,23,True,False,
7187,ok what rate of climb could you maintain,audio_files/audio_7187.wav,8,True,False,
1403,lufthansa five papa juliett maintaining level two eight zero approching arnav agnav request,audio_files/audio_1403.wav,13,True,False,
9762,easy three papa golf requesting further climb,audio_files/audio_9762.wav,7,True,False,
5405,information kilo which runway can we expect for departure,audio_files/audio_5405.wav,9,True,False,
9262,descend to flight level two nine zero austrian one seven six papa,audio_files/audio_9262.wav,12,False,True,
9733,radar csa five delta romeo flight level two five zero descending one seven zero,audio_files/audio_9733.wav,14,False,True,
11634,one three two decimal one five five good bye,audio_files/audio_11634.wav,9,False,True,
7049,easy nine charlie lima confirm qnh one zero two three,audio_files/audio_7049.wav,10,True,False,
57,descend level three four zero lufthansa three kilo victor,audio_files/audio_57.wav,9,False,True,
7571,point one three six eight kilo papa,audio_files/audio_7571.wav,7,False,True,
8157,what is your routing to after victor lima mike,audio_files/audio_8157.wav,9,True,False,
9338,austrian three seven seven alfa climb flight level three four zero level three four zero three seven seven alfa we request three six zero,audio_files/audio_9338.wav,24,True,False,
9566,praha lufthansa one papa kilo passing flight,audio_files/audio_9566.wav,7,False,True,
4090,singapoore three two five how do you read,audio_files/audio_4090.wav,8,True,False,
3131,lufthansa seven echo lima hello confirm ready for departure,audio_files/audio_3131.wav,9,True,False,
7310,five two one ready for descen,audio_files/audio_7310.wav,6,False,True,
1526,thai nine three three now india read you lound and clear how do you read praha,audio_files/audio_1526.wav,16,True,False,
9847,tower bern hotel bravo kilo golf november blue parking vfr local as plan route whiskey information november request taxi,audio_files/audio_9847.wav,19,True,False,
8402,continue approa,audio_files/audio_8402.wav,2,False,True,
3809,radar grosjet seven whiskey confirm flight level one six zero,audio_files/audio_3809.wav,10,True,False,
4594,csa three zero three speed one sixty until four one one eight one,audio_files/audio_4594.wav,13,False,True,
11208,oscar kilo triple hotel please confirm one more holding,audio_files/audio_11208.wav,9,True,False,
5127,csa six one eight line up runway one three and wait,audio_files/audio_5127.wav,11,False,True,
8503,el three two zero confirm requested cruising level,audio_files/audio_8503.wav,8,True,False,
592,and what about radial direct to,audio_files/audio_592.wav,6,True,False,
6822,climb flight level eight zero csa three kilo foxtrot,audio_files/audio_6822.wav,9,False,True,
9121,call departure one two zero decimal five two five bye bye two zero five two five,audio_files/audio_9121.wav,16,False,True,
9939,csa nine two one descend five thousand feet qnh one zero two three,audio_files/audio_9939.wav,13,False,True,
11506,oscar kilo bravo alfa lima request shortcut to vlasim if possible,audio_files/audio_11506.wav,11,True,False,
4322,descend level eight zero el al five two one,audio_files/audio_4322.wav,9,False,True,
4547,ruzyne tower emirates one four zero,audio_files/audio_4547.wav,6,False,True,
1056,raha we re requesting flight level three eight zero roger standby,audio_files/audio_1056.wav,11,True,False,
4728,how do you read me now now loud and clear thank you,audio_files/audio_4728.wav,12,True,False,
6444,flight level six zero when reaching maintai,audio_files/audio_6444.wav,7,True,False,
5769,roger expect further climb after passing kilnu from rhein control,audio_files/audio_5769.wav,10,False,True,
2617,sa two mike delta,audio_files/audio_2617.wav,4,False,True,
7092,ok delta and lima,audio_files/audio_7092.wav,4,False,True,
2030,descending one zero zero speed two two zero csa three echo delta,audio_files/audio_2030.wav,12,False,True,
4173,lufthansa seven eight six praha good evening radar contact report requested flight level,audio_files/audio_4173.wav,13,True,False,
7654,good afternoon lufthansa seven lima echo stand one seven request,audio_files/audio_7654.wav,10,True,False,
5750,lufthansa nine alfa foxtrot descend flight level two nine zero,audio_files/audio_5750.wav,10,False,True,
393,easy three eight papa golf we are ready for depart,audio_files/audio_393.wav,10,False,True,
1961,one three four five nine zero thank you very much have a nice day ryan air nine one seven three,audio_files/audio_1961.wav,20,False,True,
537,austrian five five alfa delta i didn t catch your request do you want to climb to three eight zero,audio_files/audio_537.wav,20,True,False,
3165,lufthansa one uniform xray report requested level to rhein one three three decimal two eight five good bye,audio_files/audio_3165.wav,18,True,False,
8573,when passing ten thousand feet to four thousand feet mosquito one five bravo,audio_files/audio_8573.wav,13,True,False,
6702,air berlin four six one quebec hello radar contact climb flight level three four zero confirm requested cruising level,audio_files/audio_6702.wav,19,True,False,
6615,tower good day lufthansa nine,audio_files/audio_6615.wav,5,False,True,
8357,climb flight level one six,audio_files/audio_8357.wav,5,False,True,
5187,and confirm one seven eight two we maintaining heading zero nine zero affirm correct,audio_files/audio_5187.wav,14,True,False,
2984,copy descend four thousand feet qnh one zero one nine call you when ready for visual csa five papa cha,audio_files/audio_2984.wav,20,True,False,
10468,lufthansa five mike echo contact ground one two one nine bye,audio_files/audio_10468.wav,11,False,True,
1740,hotel oscar foxtrot frequency change approved,audio_files/audio_1740.wav,6,False,True,
4844,oscar echo delta golf approaching flight level three one zero request higher,audio_files/audio_4844.wav,12,True,False,
8088,lufthansa two november mike when ready descend flight level three zero zero to reach by rapet,audio_files/audio_8088.wav,16,True,False,
11472,jobair zero five two radar radar contact climb flight level seven zero,audio_files/audio_11472.wav,12,False,True,
5352,csa five two zero call for sequence ready,audio_files/audio_5352.wav,8,False,True,
10792,f it s availbale easy three eight papa g ok it it s able from golf then taxi hotel one foxtrot golf holding point runway one three,audio_files/audio_10792.wav,27,False,True,
517,cleared to hurghada one hotel departure,audio_files/audio_517.wav,6,False,True,
7504,six three is comin,audio_files/audio_7504.wav,4,False,True,
11484,direct to juliett alfa november,audio_files/audio_11484.wav,5,False,True,
4361,wizz air four yankee victor contact praha one three three decimal three nine zero good,audio_files/audio_4361.wav,15,False,True,
1359,csa three zero three request descent,audio_files/audio_1359.wav,6,True,False,
5138,csa nine zero four radar radar contact climb to four thousand feet,audio_files/audio_5138.wav,12,False,True,
4186,request taxi csa two eight six,audio_files/audio_4186.wav,6,True,False,
9555,hotel sierra turn right heading zero one zero,audio_files/audio_9555.wav,8,False,True,
4668,three four and point nine zero confirm,audio_files/audio_4668.wav,7,True,False,
525,oscar kilo delta sierra juliett praha hello radar contact confirm requested cruising level,audio_files/audio_525.wav,13,True,False,
2663,flight level eight zero eight one mike,audio_files/audio_2663.wav,7,False,True,
1482,climbing three four zero wizz air four quebec uniform final requested three eight zero roger,audio_files/audio_1482.wav,15,True,False,
1300,channex eight seven papa romeo to the left taxiway lima and contact ruzyne ground one two one decimal nine good bye,audio_files/audio_1300.wav,21,False,True,
5244,praha radar good day nor shuttle one one five seven to,audio_files/audio_5244.wav,11,False,True,
6703,tower csa seven seven echo,audio_files/audio_6703.wav,5,False,True,
11170,one three two decimal three five,audio_files/audio_11170.wav,6,False,True,
2858,seven tango,audio_files/audio_2858.wav,2,False,True,
7503,and lufthansa two five two eight request flight level,audio_files/audio_7503.wav,9,True,False,
5149,praha austrian five two hotel juliett approaching level three three zero,audio_files/audio_5149.wav,11,False,True,
296,roger thank you contact tower one one eight decimal one bye bye tower eighteen,audio_files/audio_296.wav,14,False,True,
6166,o can you just confirm,audio_files/audio_6166.wav,5,True,False,
