index,text,audio_path,word_count,potential_question,potential_statement
3131,lufthansa seven echo lima hello confirm ready for departure,audio_files/audio_3131.wav,9,True,False
3132,lu lufthansa six juliett tango negative one three four decimal eight seven five,audio_files/audio_3132.wav,13,False,True
3133,klm one three five one confirm established,audio_files/audio_3133.wav,7,True,False
3134,climb flight level three four zero turkish one seven six eight,audio_files/audio_3134.wav,11,False,True
3135,praha radar good morning qality eight nine sierra passing flight level,audio_files/audio_3135.wav,11,False,True
3136,hotel bravo papa hotel delta unknown vfr traffic without altitude indications twelve o clock two miles crossing left to right,audio_files/audio_3136.wav,20,False,True
3137,line up runway three one and wait three five two four,audio_files/audio_3137.wav,11,False,True
3138,rega one zero frequency change approved schone nami,audio_files/audio_3138.wav,8,False,True
3140,sierra papa sierra roger standby,audio_files/audio_3140.wav,5,False,True
3141,one one nine zero austrian seven one one zulu,audio_files/audio_3141.wav,9,False,True
3142,praha radar good evening scandinavian six five nine level four zero to marem,audio_files/audio_3142.wav,13,False,True
3143,singapore three four six contact apron one two one decimal eight five five,audio_files/audio_3143.wav,13,False,True
3144,black sea nine four nine hello praha radar contact climb flight level three one zero,audio_files/audio_3144.wav,15,False,True
3145,line up runway one three csa seven echo charlie,audio_files/audio_3145.wav,9,False,True
3146,hello nor shuttle three five eight zero praha radar radar conatact descend flight level one three zero high speed approved,audio_files/audio_3146.wav,20,False,True
3147,continue climb to flight level three four zero oscar sierra juliett,audio_files/audio_3147.wav,11,False,True
3148,lufthansa seven three eight confirm three three zero requested,audio_files/audio_3148.wav,9,True,False
3149,seven five nine continue,audio_files/audio_3149.wav,4,False,True
3150,scandinavian two six six two expect further climb in one minute,audio_files/audio_3150.wav,11,False,True
3151,csa seven,audio_files/audio_3151.wav,2,False,True
3152,direct odnem contact praha one three four five nine zero twojet four one six bye bye,audio_files/audio_3152.wav,16,False,True
3154,down level,audio_files/audio_3154.wav,2,False,True
3155,it should be good for runway one three sky travel one six,audio_files/audio_3155.wav,12,False,True
3156,ok hotel one foxtrot golf holding point one t,audio_files/audio_3156.wav,9,False,True
3157,d charlie victor hotel alfa praha hello radar contact,audio_files/audio_3157.wav,9,False,True
3158,csa four yankee alfa contact ground one two one nine one two one nine csa four yankee alfa,audio_files/audio_3158.wav,18,False,True
3159,information queb,audio_files/audio_3159.wav,2,False,True
3160,thi ils three one beline three pa,audio_files/audio_3160.wav,7,False,True
3161,csa five three six climb to flight level one six zero flight level one six zero,audio_files/audio_3161.wav,16,False,True
3162,prague two zero seven reqeust to descend,audio_files/audio_3162.wav,7,False,True
3163,hotel foxtrot oscar echo one at six thousand feet,audio_files/audio_3163.wav,9,False,True
3164,left turn heading zero six zero,audio_files/audio_3164.wav,6,False,True
3165,lufthansa one uniform xray report requested level to rhein one three three decimal two eight five good bye,audio_files/audio_3165.wav,18,True,False
3166,csa four yankee alfa turn right heading two two zero reduce speed to two two zero knots,audio_files/audio_3166.wav,17,False,True
3167,cimber zero three seven contact bratislava one three four four seven five good day,audio_files/audio_3167.wav,14,False,True
3168,wizz air five five seven radar radar contact descend to flight level one zero zero information november correct,audio_files/audio_3168.wav,18,False,True
3169,nor shuttle four five zero two for further climb contact rhein one three three decimal two eight five good bye,audio_files/audio_3169.wav,20,False,True
3170,austrian five two hotel juliett maintaining level three three zero standing by for further descend contact wien one three one three five zero,audio_files/audio_3170.wav,23,False,True
3171,descending flight level two nine zero lot three seven kilo thank you,audio_files/audio_3171.wav,12,False,True
3172,one two zero two seven five swiss one two four foxtrot bye,audio_files/audio_3172.wav,12,False,True
3173,descend four thousand feet two two fi,audio_files/audio_3173.wav,7,False,True
3174,csa six three three papa lima and ground one two one nine,audio_files/audio_3174.wav,12,False,True
3176,austrian nine six charlie victor praha radar contact,audio_files/audio_3176.wav,8,False,True
3177,climb flight level three four zero emirates one four zero,audio_files/audio_3177.wav,10,False,True
3178,csa five six zero climb flight level one four zero,audio_files/audio_3178.wav,10,False,True
3179,cend expect netir at flight level two three zero,audio_files/audio_3179.wav,9,False,True
3180,hold romeo for,audio_files/audio_3180.wav,3,False,True
3181,two five nine six five good day turkish one six six,audio_files/audio_3181.wav,11,False,True
3182,clear to land one,audio_files/audio_3182.wav,4,False,True
3183,eight five flight level three four zero approching,audio_files/audio_3183.wav,8,False,True
3184,one three three four one zero opera three hundred,audio_files/audio_3184.wav,9,False,True
3185,lufthansa six,audio_files/audio_3185.wav,2,False,True
3186,end flight level seven zero csa five papa charlie,audio_files/audio_3186.wav,9,False,True
3188,csa six one eight contact praha radar one two zero decimal two seven five,audio_files/audio_3188.wav,14,False,True
3189,one three three three nine zero eight two eight two bye bye,audio_files/audio_3189.wav,12,False,True
3190,ne good afternoon,audio_files/audio_3190.wav,3,False,True
3191,one two zero two seven five for praha radar beair five five o,audio_files/audio_3191.wav,13,False,True
3192,austrian five five alfa delta calling,audio_files/audio_3192.wav,6,False,True
3194,direct romis speed bird two seven seve,audio_files/audio_3194.wav,7,False,True
3195,descending flight nine zero see,audio_files/audio_3195.wav,5,False,True
3196,left two seven zero csa zero,audio_files/audio_3196.wav,6,False,True
3197,csa nine one seven ruzyne tower continue approach,audio_files/audio_3197.wav,8,False,True
3198,oscar kilo bravo yankee novem,audio_files/audio_3198.wav,5,False,True
3199,yes five nine one requesting atc,audio_files/audio_3199.wav,6,True,False
3200,six zero,audio_files/audio_3200.wav,2,False,True
3201,lufthansa two xray charlie contact mun correction wien one three one three five zero good day,audio_files/audio_3201.wav,16,False,True
3202,air france one seven eight two reduce speed one six zero knots till four miles final,audio_files/audio_3202.wav,16,False,True
3203,csa nine delta sierra descend five thousand feet qnh one zero two three,audio_files/audio_3203.wav,13,False,True
3204,roger but bumpy,audio_files/audio_3204.wav,3,False,True
3205,sky travel six seven zero ready,audio_files/audio_3205.wav,6,False,True
3206,csa five one seven contact radar one one nine decimal zero nineteen zero csa five one seven,audio_files/audio_3206.wav,17,False,True
3207,to orlix nine six nine one,audio_files/audio_3207.wav,6,False,True
3208,lining up runway three one and clear takeoff,audio_files/audio_3208.wav,8,False,True
3209,thank you for service and good bye,audio_files/audio_3209.wav,7,False,True
3210,hotel foxtrot hotel contact rhein one three three decimal two eight five good bye,audio_files/audio_3210.wav,14,False,True
3211,good afternoon beline five three delta praha radar contact direct oscar kilo golf,audio_files/audio_3211.wav,13,False,True
3212,continue quality eight nine sierra and hold short o,audio_files/audio_3212.wav,9,False,True
3213,czech force five two one descend four thousand feet qhn one zero two one,audio_files/audio_3213.wav,14,False,True
3214,praha radar singapoore two five approaching flight level three one zero good afternoon,audio_files/audio_3214.wav,13,False,True
3215,good morning oman air one one three praha radar contact descend to flight level three zero zero reach level by rapet,audio_files/audio_3215.wav,21,False,True
3216,air france two four eight two runway one three cleared to land wind zero six zero seven knots,audio_files/audio_3216.wav,18,False,True
3217,negative this was for swiss four seven two echo it will be three zero miles continue present heading vectoring for ils approach runway three one,audio_files/audio_3217.wav,25,False,True
3218,climbing flight level one six ze,audio_files/audio_3218.wav,6,False,True
3219,wizz air five five six good morning to,audio_files/audio_3219.wav,8,False,True
3220,line up runway one three turkish one seven seven zero,audio_files/audio_3220.wav,10,False,True
3221,heli hotel yankee qnh one zero one seven report hotel echo or golf echo at your discretion,audio_files/audio_3221.wav,17,False,True
3222,roger reducing one si,audio_files/audio_3222.wav,4,False,True
3223,descend flight level one zero zero csa five mike bravo,audio_files/audio_3223.wav,10,False,True
3224,level three eight zero thomson one zero alfa,audio_files/audio_3224.wav,8,False,True
3225,praha klm eight seven one,audio_files/audio_3225.wav,5,False,True
3226,austrian seven zero six clear to cross two two zero four,audio_files/audio_3226.wav,11,False,True
3227,descending two nine zero with one thousand feet per minute austrian two two six november one thousand or greater,audio_files/audio_3227.wav,19,False,True
3228,csa three seven br,audio_files/audio_3228.wav,4,False,True
3229,csa two eight six ready for,audio_files/audio_3229.wav,6,False,True
3230,sopav lufthansa seven five zero,audio_files/audio_3230.wav,5,False,True
3231,turn ri,audio_files/audio_3231.wav,2,False,True
3232,ay one three cleared to land csa eight eight one,audio_files/audio_3232.wav,10,False,True
3233,and speed one eight zero,audio_files/audio_3233.wav,5,False,True
3234,one two one nine camber three five two five by,audio_files/audio_3234.wav,10,False,True
3235,expect after passing kilnu,audio_files/audio_3235.wav,4,False,True
3236,airbridge cargo three eight nine descend flight level three zero zero rate one thousand five hundred feet per minute or greater,audio_files/audio_3236.wav,21,False,True
3237,ryan air five one two two hello radar contact descend flight level three zero zero be level by lagar,audio_files/audio_3237.wav,19,False,True
3238,csa two eight six praha radar radar contact climb to flight level three five zero,audio_files/audio_3238.wav,15,False,True
3239,three four nine four five good bye bin air one zero,audio_files/audio_3239.wav,11,False,True
3240,lima and delta,audio_files/audio_3240.wav,3,False,True
3241,two zero eight climb to flight level three three zero squawk one four seven one,audio_files/audio_3241.wav,15,False,True
3242,praha lufthansa eight victor lima say again,audio_files/audio_3242.wav,7,True,False
3243,follow arrival track one romeo,audio_files/audio_3243.wav,5,False,True
3244,an bravo via golf bravo,audio_files/audio_3244.wav,5,False,True
3245,thank you,audio_files/audio_3245.wav,2,False,True
3246,descend flight level one three zero and,audio_files/audio_3246.wav,7,False,True
3247,ar one one nine zero bye,audio_files/audio_3247.wav,6,False,True
3248,radar thai nine three one good afternoon flight level three three zero direct oscar kilo golf,audio_files/audio_3248.wav,16,False,True
3249,continue approaching runway one three sky travel nine five juliett,audio_files/audio_3249.wav,10,False,True
3250,present heading and wchich speed lufthansa two hotel tango,audio_files/audio_3250.wav,9,False,True
3251,sydney tower rex sixty four seventy two,audio_files/audio_3251.wav,7,False,True
3252,tower csa seven whiskey india approaching holding three one ready csa seven whiskey india tower,audio_files/audio_3252.wav,15,False,True
3253,and proceed visually dire vis visually to pribram roger ifr cancelled at time one five,audio_files/audio_3253.wav,15,False,True
3254,twin star,audio_files/audio_3254.wav,2,False,True
3255,lufthansa six kilo yankee thank you inbound rapet,audio_files/audio_3255.wav,8,False,True
3256,radar lufthansa four tango papa two one five descending one seven zero speed two fifty,audio_files/audio_3256.wav,15,False,True
3257,three knots,audio_files/audio_3257.wav,2,False,True
3258,oscar alfa lima zulu i request to descend and change frequency to one two,audio_files/audio_3258.wav,14,True,False
3259,ryan air eight seven yankee mike hello radar contact,audio_files/audio_3259.wav,9,False,True
3260,seven two two heavy we are climbing level two eight zero passing two four zero,audio_files/audio_3260.wav,15,False,True
3261,informace o provozu prijali nemam vizualni konta,audio_files/audio_3261.wav,7,False,True
3262,austrian three three two papa continue present heading for spacing within present heading austrian three three two p,audio_files/audio_3262.wav,18,False,True
3263,one three one zero five five bye bye euro trans,audio_files/audio_3263.wav,10,False,True
3264,klm one three five one speed two five zero knots or less number three,audio_files/audio_3264.wav,14,False,True
3265,one four six seven comming down quality two three whi,audio_files/audio_3265.wav,10,False,True
3266,that s great thank you descend flight level one zero zero easy,audio_files/audio_3266.wav,12,False,True
3267,one air malta,audio_files/audio_3267.wav,3,False,True
3268,taxiway papa one two one nine csa three charlie zulu,audio_files/audio_3268.wav,10,False,True
3269,direct pitok zero zero eight,audio_files/audio_3269.wav,5,False,True
3270,climb flight level one six zero csa,audio_files/audio_3270.wav,7,False,True
3271,cleared to land runway three one emirates one three nine,audio_files/audio_3271.wav,10,False,True
3272,level three four zero austrian three one five november,audio_files/audio_3272.wav,9,False,True
3273,three one three malev eight two five,audio_files/audio_3273.wav,7,False,True
3274,descending flight level one three zero romeo one zero one nine,audio_files/audio_3274.wav,11,False,True
3275,one two zero decimal five two five oscar kilo mike echo papa,audio_files/audio_3275.wav,12,False,True
3276,jobair zero eight two on ils,audio_files/audio_3276.wav,6,False,True
3277,radar good morning lufthansa eight hotel h climbing flight level two eight zero,audio_files/audio_3277.wav,13,False,True
3278,one three two one five five,audio_files/audio_3278.wav,6,False,True
3279,descending flight level one one zero csa nine seven nine,audio_files/audio_3279.wav,10,False,True
3280,axi to ho,audio_files/audio_3280.wav,3,False,True
3281,descending flight level nine zero radar one one nine decimal zero csa seven alfa juliett,audio_files/audio_3281.wav,15,False,True
3282,navigator three six four resume own navigation direct regli,audio_files/audio_3282.wav,9,False,True
3283,wizz air four uniform zulu praha radar contact,audio_files/audio_3283.wav,8,False,True
3284,radar atlan atlanta five one zero inbound vemut level three one zero,audio_files/audio_3284.wav,12,False,True
3285,one nine csa seven one,audio_files/audio_3285.wav,5,False,True
3286,cimber three five two five,audio_files/audio_3286.wav,5,False,True
3287,affirm expect shortcut in six minutes about ok roger easy five three kilo ro,audio_files/audio_3287.wav,14,False,True
3288,one three four eight seven five,audio_files/audio_3288.wav,6,False,True
3289,csa three charlie zulu right heading one one zero cleared for ils approach runway one three,audio_files/audio_3289.wav,16,False,True
3290,left hand circuits we are the city,audio_files/audio_3290.wav,7,False,True
3291,one three four decimal nine two five ups one four,audio_files/audio_3291.wav,10,False,True
3292,ansa six,audio_files/audio_3292.wav,2,False,True
3293,lufthansa cargo eight five zero nine hello radar contact proceed direct rapet,audio_files/audio_3293.wav,12,False,True
3294,air berlin eight four zero yankee direct to rodux,audio_files/audio_3294.wav,9,False,True
3295,csa four eight zero runway three one cleared for takeoff wind zero two zero degrees and four knots,audio_files/audio_3295.wav,18,False,True
3296,twojet four one six proceed to odnem and contact praha one three four decimal five nine zero good b,audio_files/audio_3296.wav,19,False,True
3297,dream team one four double echo contact wien one three four four four zero good day,audio_files/audio_3297.wav,16,False,True
3298,follow standard arrival track,audio_files/audio_3298.wav,4,False,True
3299,csa one nine six three continue wilco,audio_files/audio_3299.wav,7,False,True
3300,nor shuttle one five one four turn right heading two one zero,audio_files/audio_3300.wav,12,False,True
3301,is there any delivery fre frequency already ready or have we to take the clearance from,audio_files/audio_3301.wav,16,False,True
3302,csa three seven bravo runway one three clear to land wind zero one zero degrees six knots,audio_files/audio_3302.wav,17,False,True
3303,flight level three three zero and agava lot three five four th,audio_files/audio_3303.wav,12,False,True
3304,csa three foxtrot proceed to papa ro papa romeo nine one four,audio_files/audio_3304.wav,12,False,True
3305,approach csa three delta echo descend one five zero correction one one zero information oscar,audio_files/audio_3305.wav,15,False,True
3306,praha hello beline one charlie lima on course to oscar kilo golf,audio_files/audio_3306.wav,12,False,True
3307,hotel sierra kilo wind zero three zero degrees one one knots runway two cleared takeoff,audio_files/audio_3307.wav,15,False,True
3308,oscar kilo bravo yankee november,audio_files/audio_3308.wav,5,False,True
3309,oscar kilo bravo alfa lima after bukap descend to three thousand feet cleared rnp approach runway two seven report established,audio_files/audio_3309.wav,20,False,True
3310,lima radio,audio_files/audio_3310.wav,2,False,True
3311,csa nine five descend flight level nine zero contact ruzyne radar one one nine decimal zero,audio_files/audio_3311.wav,16,False,True
3312,one zero two one,audio_files/audio_3312.wav,4,False,True
3314,csa nine seven six runway three one wind calm,audio_files/audio_3314.wav,9,False,True
3315,sky travel six seven zero roger line up,audio_files/audio_3315.wav,8,False,True
3316,hotel bravo kilo echo xray exercises is approved,audio_files/audio_3316.wav,8,False,True
3317,one three five four six zero shamrock six six one bye,audio_files/audio_3317.wav,11,False,True
3318,praha radar euro trans six zero one one inbound to omelo climbing flight level two nine zero,audio_files/audio_3318.wav,17,False,True
3319,scandinavian one six six five descend flight level two nine zero,audio_files/audio_3319.wav,11,False,True
3320,contact kbely tower one two zero decimal,audio_files/audio_3320.wav,7,False,True
3321,ruzyne tower csa seven two charlie,audio_files/audio_3321.wav,6,False,True
3322,lufthansa eight whiskey tango descending level two nine zero,audio_files/audio_3322.wav,9,False,True
3325,touch down,audio_files/audio_3325.wav,2,False,True
3326,praha lufthansa six echo uniform level three one zero to sopav,audio_files/audio_3326.wav,11,False,True
3327,tango three six five sion tower hello qhn one zero two three report hotel november runway two five in use,audio_files/audio_3327.wav,20,False,True
3328,lot three seven mike you are unreadable just confirm by squak changing one two one zero seven five,audio_files/audio_3328.wav,18,True,False
3329,speed bird two zero uniform reduce minimum clean speed correction minimum approach spee,audio_files/audio_3329.wav,13,False,True
3330,austrian three five three three five november hello radar contact climb flight level three four zero climb flight lev,audio_files/audio_3330.wav,19,False,True
3331,alfa romeo tango one zero z seven papa descend to altitude five thousand feet qnh one zero two three and intercept,audio_files/audio_3331.wav,21,False,True
3332,and jobair zero,audio_files/audio_3332.wav,3,False,True
3333,air berlin eight four three nine praha radar contact proceed direct ratep,audio_files/audio_3333.wav,12,False,True
3334,sydney tower srilankan six zero six back with you ils one six right,audio_files/audio_3334.wav,13,False,True
3336,csa nine six six runway one three cleared for takeoff wind zero eight zero degrees six knots,audio_files/audio_3336.wav,17,False,True
3337,praha aero flot two seven three good afternoon level three four zero,audio_files/audio_3337.wav,12,False,True
3338,now flight level one one zero csa two zulu,audio_files/audio_3338.wav,9,False,True
3339,roger bravo three zero four three affirm climb maximum five thousand five hundred feet,audio_files/audio_3339.wav,14,False,True
3340,praha good afternoon delta charlie november oscar bravo flight level three one zero abrax,audio_files/audio_3340.wav,14,False,True
3341,csa three charlie zulu five degrees to the left radar vectoring descend four thousand feet qnh one zero one eight,audio_files/audio_3341.wav,20,False,True
3342,csa eight mike three proceed direct to papa romeo nine zero six,audio_files/audio_3342.wav,12,False,True
3343,taxi going around nav checker five one one,audio_files/audio_3343.wav,8,False,True
3344,praha good day air berlin eight two eight two climbing flight level two eight,audio_files/audio_3344.wav,14,False,True
3345,oman air one zero two squawking one four five zero,audio_files/audio_3345.wav,10,False,True
3346,we are fully ready bline four zero victor,audio_files/audio_3346.wav,8,False,True
3347,csa eight two zero three radar radar contact descend flight level one eight zero,audio_files/audio_3347.wav,14,False,True
3348,lufthansa seven eight two contact warsaw one three four decimal nine two five,audio_files/audio_3348.wav,13,False,True
3349,quality eight nine sierra if you like you can use intersection for departure,audio_files/audio_3349.wav,13,False,True
3350,lufthansa seven three eight standby standing by,audio_files/audio_3350.wav,7,False,True
3351,lufthansa cargo eight five zero nine descend flight level three zero zero level by rapet,audio_files/audio_3351.wav,15,False,True
3352,csa four charlie zulu behind landing lufthansa seven three seven on short final line up runway one three behind,audio_files/audio_3352.wav,19,False,True
3353,line up runway one three cleared for immediate takeoff wind zero six zero seven knots,audio_files/audio_3353.wav,15,False,True
3354,one three sky travel one zero three si,audio_files/audio_3354.wav,8,False,True
3355,station calling say again,audio_files/audio_3355.wav,4,True,False
3356,four thousand feet on qnh one zero one eight lot five,audio_files/audio_3356.wav,11,False,True
3357,speed bird three zero charlie hello radar radar contact climb flight level nine zero,audio_files/audio_3357.wav,14,False,True
3358,twin star eight nine three contact praha one three two,audio_files/audio_3358.wav,10,False,True
3359,ruzyne tower air france one three two,audio_files/audio_3359.wav,7,False,True
3360,lot three five four climb flight level three three zero and proceed direct agava,audio_files/audio_3360.wav,14,False,True
3361,austrian three two six golf rate two thousand or more,audio_files/audio_3361.wav,10,False,True
3362,air france one nine eight two praha radar radar contact continue present heading vectoring ils approach runway three one descend flight level one three zero present speed or greater,audio_files/audio_3362.wav,29,False,True
3363,roger line up runway one three cleared for takeoff wind two one zero degrees four knots bye bye,audio_files/audio_3363.wav,18,False,True
3364,please confirm neagative normal rate and descend flight level one zero zero speed two nine zero or greater,audio_files/audio_3364.wav,18,True,False
3365,cleared to land runway three one will vacate via golf time air six one two papa,audio_files/audio_3365.wav,16,False,True
3366,hello sky travel one zero three,audio_files/audio_3366.wav,6,False,True
3367,adar good morning austrian two seven four charlie approaching hermsdorf three three zero austrian two seven four charlie praha hello radar contact after hermsdorf to abra,audio_files/audio_3367.wav,26,False,True
3368,in a moment call you,audio_files/audio_3368.wav,5,False,True
3369,wizz air four nine one contact praha radar one two zero decimal two seven five good bye,audio_files/audio_3369.wav,17,False,True
3370,opera jet three hundred praha radar contact climb flight level three four zero,audio_files/audio_3370.wav,13,False,True
3371,direct oscar kilo golf csa five six zero,audio_files/audio_3371.wav,8,False,True
3372,b air seven one two taxi via delta line up runway zero four,audio_files/audio_3372.wav,13,False,True
3373,descend flight level nine zero csa zero two five,audio_files/audio_3373.wav,9,False,True
3374,csa seven zero zero tower stop at holding point,audio_files/audio_3374.wav,9,False,True
3375,twin star eight eight seven reduce speed one six zero knots till four miles contact ruzyne tower one one eight decimal one good bye,audio_files/audio_3375.wav,24,False,True
3376,csa seven three two three behind follow sierra nine,audio_files/audio_3376.wav,9,False,True
3377,csa seven two seven reduce speed one six zero knots till four miles contact ruzyne tower one one eight decimal one,audio_files/audio_3377.wav,21,False,True
3379,austrian three one four romeo when ready descend flight level three nine zero level by abrax,audio_files/audio_3379.wav,16,True,False
3380,lufthansa seven juliett alfa praha radar contact climb flight level three zero zero,audio_files/audio_3380.wav,13,False,True
3381,line up runway three,audio_files/audio_3381.wav,4,False,True
3382,csa two mike charlie radar radar con,audio_files/audio_3382.wav,7,False,True
3383,lufthansa two alfa foxtrot resume own navigation direct lagar,audio_files/audio_3383.wav,9,False,True
3384,flight level three four zero easy four eight eight ex,audio_files/audio_3384.wav,10,False,True
3385,praha good evening lufthansa nine four november level three five zero,audio_files/audio_3385.wav,11,False,True
3386,sky travel one one nine three contact ruzyne tower one one eight decimal one good bye tower eighteen one good bye sky,audio_files/audio_3386.wav,22,False,True
3387,emirates one three nine high speed approved,audio_files/audio_3387.wav,7,False,True
3388,five thousa,audio_files/audio_3388.wav,2,False,True
3389,nsa eight hotel h climb flight level three,audio_files/audio_3389.wav,8,False,True
3390,climbing up to level two eight zero,audio_files/audio_3390.wav,7,False,True
3391,hansa two five two six squaking five one seven five may be proceed to lagar,audio_files/audio_3391.wav,15,False,True
3392,france two four eight three,audio_files/audio_3392.wav,5,False,True
3393,one five five hello radar contact direct varik,audio_files/audio_3393.wav,8,False,True
3394,praha good evening lufthansa six four mike passing level two six six climbing level two eight zero in o inbound edita,audio_files/audio_3394.wav,21,False,True
3395,via left turn direct oscar,audio_files/audio_3395.wav,5,False,True
3396,one nice vector thank you,audio_files/audio_3396.wav,5,False,True
3397,speed bird eight six zero contact ruzyne ground one two one decimal nine bye bye,audio_files/audio_3397.wav,15,False,True
3398,csa six bravo charlie continue present heading vectoring for sequence present speed or,audio_files/audio_3398.wav,13,False,True
3399,and we re passed and descend,audio_files/audio_3399.wav,6,False,True
3400,royal air maroc three five two zurich tower good afternoon line up runway one zero report ready,audio_files/audio_3400.wav,17,False,True
3401,ffirmative ready,audio_files/audio_3401.wav,2,False,True
3402,csa four charlie zulu runway one three cleared for takeoff wind zero three zero degrees,audio_files/audio_3402.wav,15,False,True
3403,austrian three one five november contact rhein one three three two eight five good day one three three two eight five good day bye bye,audio_files/audio_3403.wav,25,False,True
3404,behind landing traffic on short final,audio_files/audio_3404.wav,6,False,True
3405,csa seven five nine praha radar radar contact descend flight level one three zero,audio_files/audio_3405.wav,14,False,True
3406,cimber three five two five right turn heading two seven zero speed one eight zero,audio_files/audio_3406.wav,15,False,True
3407,csa six one nine traffic information helicopter landing,audio_files/audio_3407.wav,8,False,True
3408,easy nine charlie lima track distance to touchdown four five miles,audio_files/audio_3408.wav,11,False,True
3409,turkish one five two five contact,audio_files/audio_3409.wav,6,False,True
3410,one two one point ni,audio_files/audio_3410.wav,5,False,True
3411,britair nine zero two delta to the left proceed direct to baltu,audio_files/audio_3411.wav,12,False,True
3412,easy six six yankee nobody yes we re call you back ready,audio_files/audio_3412.wav,12,False,True
3413,csa six one eight runway one three cleared for takeoff wind zero three zero degrees five knots,audio_files/audio_3413.wav,17,False,True
3414,ten dme,audio_files/audio_3414.wav,2,False,True
3415,follow me,audio_files/audio_3415.wav,2,False,True
3416,yes there no rope any yet so you should like startup on this frequency is available,audio_files/audio_3416.wav,16,False,True
3417,lufthansa cargo eight five zero nine resume own navigation direct rapet and contact munich one three two decimal one five five good bye,audio_files/audio_3417.wav,23,False,True
3418,one two seven eight two five csa zero two six,audio_files/audio_3418.wav,10,False,True
3419,descend flight level nine zero contact one one nine decimal zero csa nine two seven,audio_files/audio_3419.wav,15,False,True
3420,scandinavian four seven five nine descend flight level three one zero one thousand or greater,audio_files/audio_3420.wav,15,False,True
3421,ruzyne tower november six eight zero golf alfa ready upon reaching,audio_files/audio_3421.wav,11,False,True
3422,lufthansa three lima juliett descending to altitude nine zero,audio_files/audio_3422.wav,9,False,True
3423,one two five nine six five camber zero five two eight good bye,audio_files/audio_3423.wav,13,False,True
3424,one three six four zero five good bye good day iberia three eight one one,audio_files/audio_3424.wav,15,False,True
3425,p lima one two one nine csa eight echo charlie,audio_files/audio_3425.wav,10,False,True
3426,lufthansa seven two seven descending descend,audio_files/audio_3426.wav,6,False,True
3427,contract two romeo golf turn right heading one nine zero,audio_files/audio_3427.wav,10,False,True
3428,five degrees to the left csa seven kilo golf,audio_files/audio_3428.wav,9,False,True
3429,nsa two foxtrot romeo,audio_files/audio_3429.wav,4,False,True
3430,ruzyne tower hello austrian seven zero papa,audio_files/audio_3430.wav,7,False,True
3431,praha radar good afternoon austrian three three six november level three five zero,audio_files/audio_3431.wav,13,False,True
3432,takeoff runway one three aero flot one four four have a nice day,audio_files/audio_3432.wav,13,False,True
3433,climb flight level one one zero csa seven tango,audio_files/audio_3433.wav,9,False,True
3434,praha good afternoon swiss one six zero level three three zero,audio_files/audio_3434.wav,11,False,True
3435,one two seven decimal one two five csa eight zero five,audio_files/audio_3435.wav,11,False,True
3436,three four four seven five bratislava speed bird one zero nine,audio_files/audio_3436.wav,11,False,True
3437,ne three four four four zero siberia eight seven five,audio_files/audio_3437.wav,10,False,True
3438,lu seven two xray,audio_files/audio_3438.wav,4,False,True
3439,one six zero clear,audio_files/audio_3439.wav,4,False,True
3440,lufthansa six zero one proceed to rapet,audio_files/audio_3440.wav,7,False,True
3441,descend flight level three two zero nor shuttle four five zero one,audio_files/audio_3441.wav,12,False,True
3442,praha tower good evening seven romeo golf on delta fully ready when reach,audio_files/audio_3442.wav,13,True,False
3443,csa five four five radar radar contact continue heading descend flight level one four zero,audio_files/audio_3443.wav,15,False,True
3444,climbing flight level one six zero lot five two six,audio_files/audio_3444.wav,10,False,True
3445,flight level three four zero,audio_files/audio_3445.wav,5,False,True
3446,copy it one two four bravo,audio_files/audio_3446.wav,6,False,True
3447,climb flight level two two zero lufthansa nine lima charlie,audio_files/audio_3447.wav,10,False,True
3448,praha good morning air france one three two,audio_files/audio_3448.wav,8,False,True
3449,praha one two seven one two five air berlin seven six,audio_files/audio_3449.wav,11,False,True
3450,to four miles one one eight one cs,audio_files/audio_3450.wav,8,False,True
3451,climb flight level three three zero dynasty eight zero six two,audio_files/audio_3451.wav,11,False,True
3452,hotel golf papa unknown vfr traffic a helicopter at your eleven o clock position two miles same altitude opposite direction,audio_files/audio_3452.wav,20,False,True
3453,roger reduce sp,audio_files/audio_3453.wav,3,False,True
3454,climbing three four zero inbound agnav,audio_files/audio_3454.wav,6,False,True
3455,sierra papa foxtrot bravo alfa tower hello hold position i ll call you back,audio_files/audio_3455.wav,14,False,True
3456,speed one four zero austrian seven zero se,audio_files/audio_3456.wav,8,False,True
3457,descending level two nine zero,audio_files/audio_3457.wav,5,False,True
3458,praha radar charlie echo foxtrot five two one just reaching flight level one three zero inbound vlm information oscar,audio_files/audio_3458.wav,19,False,True
3459,csa six three bravo line up runway one three,audio_files/audio_3459.wav,9,False,True
3460,one two seven one two five austrian three two six golf,audio_files/audio_3460.wav,11,False,True
3461,passing one thousand one zero thousand feet in descent in the western sector mosquito one five bravo,audio_files/audio_3461.wav,17,False,True
3462,praha emirates one three nine descending to flight level three four zero to reach three four zero by makal emirates one three nine hello radar contact,audio_files/audio_3462.wav,26,False,True
3463,direct to donad speed bird eight five,audio_files/audio_3463.wav,7,False,True
3464,one two five nine five five oscar papa charlie kilo,audio_files/audio_3464.wav,10,False,True
3465,it was for mosquito one five bravo,audio_files/audio_3465.wav,7,False,True
3466,lufthansa nine alfa foxtrot reqeust descend,audio_files/audio_3466.wav,6,False,True
